Employee Department;Field;Count
Департамент развития цифровых каналов юридических лиц, Дирекция развития мобильных приложений;Ссылка в Базе знаний;1
Департамент развития цифровых каналов юридических лиц, Дирекция развития цифровых сервисов;Attachment;385
Департамент развития цифровых каналов юридических лиц, Дирекция развития цифровых сервисов;Link;90
Департамент развития цифровых каналов юридических лиц, Дирекция развития цифровых сервисов;RemoteIssueLink;45
Департамент развития цифровых каналов юридических лиц, Дирекция развития цифровых сервисов;description;43
Департамент развития цифровых каналов юридических лиц, Дирекция развития цифровых сервисов;summary;37
Департамент развития цифровых каналов юридических лиц, Дирекция развития цифровых сервисов;assignee;16
Департамент развития цифровых каналов юридических лиц, Дирекция развития цифровых сервисов;Описание проекта/задачи бизнеса;16
Департамент развития цифровых каналов юридических лиц, Дирекция развития цифровых сервисов;status;15
Департамент развития цифровых каналов юридических лиц, Дирекция развития цифровых сервисов;Охват клиентов в разрезе сегментов;10
Департамент развития цифровых каналов юридических лиц, Дирекция развития цифровых сервисов;Количество клиентов;9
Департамент развития цифровых каналов юридических лиц, Дирекция развития цифровых сервисов;resolution;8
Департамент развития цифровых каналов юридических лиц, Дирекция развития цифровых сервисов;Текст рассылки или сам макет;8
Департамент развития цифровых каналов юридических лиц, Дирекция развития цифровых сервисов;Comment;7
Департамент развития цифровых каналов юридических лиц, Дирекция развития цифровых сервисов;reporter;6
Департамент развития цифровых каналов юридических лиц, Дирекция развития цифровых сервисов;Желаемая дата коммуникации;6
Департамент развития цифровых каналов юридических лиц, Дирекция развития цифровых сервисов;Ключевое сообщение;6
Департамент развития цифровых каналов юридических лиц, Дирекция развития цифровых сервисов;Оценка выполнения;5
Департамент развития цифровых каналов юридических лиц, Дирекция развития цифровых сервисов;Дата запуска;4
Департамент развития цифровых каналов юридических лиц, Дирекция развития цифровых сервисов;Количество клиентов которых коснется;4
Департамент развития цифровых каналов юридических лиц, Дирекция развития цифровых сервисов;Желаемая дата отправки коммуникации;3
Департамент развития цифровых каналов юридических лиц, Дирекция развития цифровых сервисов;Информирование клиентов;3
Департамент развития цифровых каналов юридических лиц, Дирекция развития цифровых сервисов;Комментарий к оценке;3
Департамент развития цифровых каналов юридических лиц, Дирекция развития цифровых сервисов;Критерии отбора целевой аудитории;3
Департамент развития цифровых каналов юридических лиц, Дирекция развития цифровых сервисов;Ответственные;3
Департамент развития цифровых каналов юридических лиц, Дирекция развития цифровых сервисов;Ссылка в Базе знаний;3
Департамент развития цифровых каналов юридических лиц, Дирекция развития цифровых сервисов;Описание аудитории;2
Департамент развития цифровых каналов юридических лиц, Дирекция развития цифровых сервисов;Регулярность;2
Департамент развития цифровых каналов юридических лиц, Дирекция развития цифровых сервисов;Способ уведомления клиентов;2
Департамент развития цифровых каналов юридических лиц, Дирекция развития цифровых сервисов;Целевая аудитория;2
Департамент развития цифровых каналов юридических лиц, Дирекция развития цифровых сервисов;Component;1
Департамент развития цифровых каналов юридических лиц, Дирекция развития цифровых сервисов;Нужно обновление;1
Департамент развития цифровых каналов юридических лиц, Дирекция развития цифровых сервисов;Цель проекта/задачи коммуникаций;1
Департамент развития цифровых каналов юридических лиц, Управление продуктового дизайна юридических лиц;Attachment;67
Департамент развития цифровых каналов юридических лиц, Управление продуктового дизайна юридических лиц;assignee;56
Департамент развития цифровых каналов юридических лиц, Управление продуктового дизайна юридических лиц;Описание проекта/задачи бизнеса;54
Департамент развития цифровых каналов юридических лиц, Управление продуктового дизайна юридических лиц;Link;25
Департамент развития цифровых каналов юридических лиц, Управление продуктового дизайна юридических лиц;Цель проекта/задачи коммуникаций;23
Департамент развития цифровых каналов юридических лиц, Управление продуктового дизайна юридических лиц;RemoteIssueLink;16
Департамент развития цифровых каналов юридических лиц, Управление продуктового дизайна юридических лиц;reporter;11
Департамент развития цифровых каналов юридических лиц, Управление продуктового дизайна юридических лиц;summary;9
Департамент развития цифровых каналов юридических лиц, Управление продуктового дизайна юридических лиц;Comment;5
Департамент развития цифровых каналов юридических лиц, Управление продуктового дизайна юридических лиц;priority;4
Департамент развития цифровых каналов юридических лиц, Управление продуктового дизайна юридических лиц;resolution;4
Департамент развития цифровых каналов юридических лиц, Управление продуктового дизайна юридических лиц;status;4
Департамент развития цифровых каналов юридических лиц, Управление продуктового дизайна юридических лиц;Дата окончания проекта;4
Департамент развития цифровых каналов юридических лиц, Управление продуктового дизайна юридических лиц;Epic Link;1
Департамент развития цифровых каналов юридических лиц, Управление продуктового дизайна юридических лиц;Дата старта проекта;1
Департамент развития цифровых каналов юридических лиц, Управление продуктового дизайна юридических лиц;Текст рассылки или сам макет;1
Департамент развития цифровых каналов юридических лиц, Управление продуктового дизайна юридических лиц;Целевая аудитория;1
Департамент развития цифровых каналов юридических лиц, Управление развития API;description;8
Департамент развития цифровых каналов юридических лиц, Управление развития API;Attachment;7
Департамент развития цифровых каналов юридических лиц, Управление развития API;assignee;5
Департамент развития цифровых каналов юридических лиц, Управление развития API;summary;3
Департамент развития цифровых каналов юридических лиц, Управление развития API;Link;2
Департамент развития цифровых каналов юридических лиц, Управление развития API;RemoteIssueLink;2
Департамент развития цифровых каналов юридических лиц, Управление развития API;reporter;1
Департамент развития цифровых каналов юридических лиц, Управление развития API;Дата запуска;1
Департамент развития цифровых каналов юридических лиц, Управление развития API;Дата окончания проекта;1
Департамент развития цифровых каналов юридических лиц, Управление развития API;Изменение вступило в силу;1
Департамент развития цифровых каналов юридических лиц, Управление развития API;Нужно обновление;1
Департамент развития цифровых каналов юридических лиц, Управление развития API;Описание проекта/задачи бизнеса;1
Департамент развития цифровых каналов юридических лиц, Управление развития API;Ответственные;1
Департамент развития цифровых каналов юридических лиц, Управление развития платформенных сервисов;Attachment;40
Департамент развития цифровых каналов юридических лиц, Управление развития платформенных сервисов;Link;15
Департамент развития цифровых каналов юридических лиц, Управление развития платформенных сервисов;description;9
Департамент развития цифровых каналов юридических лиц, Управление развития платформенных сервисов;Описание проекта/задачи бизнеса;8
Департамент развития цифровых каналов юридических лиц, Управление развития платформенных сервисов;Потенциальный эффект;3
Департамент развития цифровых каналов юридических лиц, Управление развития платформенных сервисов;Текст рассылки или сам макет;3
Департамент развития цифровых каналов юридических лиц, Управление развития платформенных сервисов;status;2
Департамент развития цифровых каналов юридических лиц, Управление развития платформенных сервисов;summary;2
Департамент развития цифровых каналов юридических лиц, Управление развития платформенных сервисов;Актуализировать в разделе Помощь по НИБ для клиентов;2
Департамент развития цифровых каналов юридических лиц, Управление развития платформенных сервисов;Продукт;2
Департамент развития цифровых каналов юридических лиц, Управление развития платформенных сервисов;Component;1
Департамент развития цифровых каналов юридических лиц, Управление развития платформенных сервисов;Workflow;1
Департамент развития цифровых каналов юридических лиц, Управление развития платформенных сервисов;assignee;1
Департамент развития цифровых каналов юридических лиц, Управление развития платформенных сервисов;issuetype;1
Департамент развития цифровых каналов юридических лиц, Управление развития платформенных сервисов;resolution;1
Департамент развития цифровых каналов юридических лиц, Управление развития платформенных сервисов;Дата запуска;1
Департамент развития цифровых каналов юридических лиц, Управление развития платформенных сервисов;Изменение вступило в силу;1
Департамент развития цифровых каналов юридических лиц, Управление развития платформенных сервисов;Критерии отбора целевой аудитории;1
Департамент развития цифровых каналов юридических лиц, Управление развития платформенных сервисов;Куда мы ведем клиента из рассылки/баннера;1
Департамент развития цифровых каналов юридических лиц, Управление развития платформенных сервисов;Новость;1
Департамент развития цифровых каналов юридических лиц, Управление развития платформенных сервисов;Ответственные;1
Департамент развития цифровых каналов юридических лиц, Управление развития платформенных сервисов;Ссылка в Базе знаний;1
Департамент развития цифровых каналов юридических лиц, Управление развития платформенных сервисов;Цель рассылки для банка;1
Департамент развития цифровых каналов юридических лиц, Управление развития платформенных сервисов;Ценность для клиента;1
Департамент развития эквайринга и платежных сервисов, Дирекция продаж продуктов электронной коммерции;RemoteIssueLink;4
Департамент развития эквайринга и платежных сервисов, Дирекция продаж продуктов электронной коммерции, Отдел развития процессов поддержки продаж;RemoteIssueLink;2
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление поддержки продаж торгового эквайринга;Attachment;48
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление поддержки продаж торгового эквайринга;description;18
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление поддержки продаж торгового эквайринга;Link;7
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление поддержки продаж торгового эквайринга;status;7
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление поддержки продаж торгового эквайринга;Оценка выполнения;7
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление поддержки продаж торгового эквайринга;Количество клиентов;4
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление поддержки продаж торгового эквайринга;Comment;3
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление поддержки продаж торгового эквайринга;Комментарий к оценке;3
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление поддержки продаж торгового эквайринга;Охват клиентов в разрезе сегментов;3
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление поддержки продаж торгового эквайринга;Текст рассылки или сам макет;3
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление поддержки продаж торгового эквайринга;summary;2
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление поддержки продаж торгового эквайринга;Разделение целевой аудитории по каналам;2
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление поддержки продаж торгового эквайринга;Желаемая дата коммуникации;1
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление поддержки продаж торгового эквайринга;Нужно обновление;1
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление поддержки продаж торгового эквайринга;Ожидаемый эффект (доход, конверсия, продажи);1
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление поддержки продаж торгового эквайринга, Отдел развития торгового эквайринга в регионах;Attachment;103
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление поддержки продаж торгового эквайринга, Отдел развития торгового эквайринга в регионах;Текст рассылки или сам макет;9
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление поддержки продаж торгового эквайринга, Отдел развития торгового эквайринга в регионах;description;5
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление поддержки продаж торгового эквайринга, Отдел развития торгового эквайринга в регионах;Способ уведомления клиентов;5
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление поддержки продаж торгового эквайринга, Отдел развития торгового эквайринга в регионах;RemoteIssueLink;4
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление поддержки продаж торгового эквайринга, Отдел развития торгового эквайринга в регионах;assignee;4
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление поддержки продаж торгового эквайринга, Отдел развития торгового эквайринга в регионах;Link;1
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление поддержки продаж торгового эквайринга, Отдел развития торгового эквайринга в регионах;status;1
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление поддержки продаж торгового эквайринга, Отдел развития торгового эквайринга в регионах;Актуализировать в разделе Помощь по НИБ для клиентов;1
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление поддержки продаж торгового эквайринга, Отдел развития торгового эквайринга в регионах;Кнопка обратного звонка на лендинге;1
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление поддержки продаж торгового эквайринга, Отдел развития торгового эквайринга в регионах;Критерии отбора целевой аудитории;1
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление поддержки продаж торгового эквайринга, Отдел развития торгового эквайринга в регионах;Новость;1
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление поддержки продаж торгового эквайринга, Отдел развития торгового эквайринга в регионах;Нужно обновление;1
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление поддержки продаж торгового эквайринга, Отдел развития торгового эквайринга в регионах;Область значений;1
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление поддержки продаж торгового эквайринга, Отдел развития торгового эквайринга в регионах;Оценка выполнения;1
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление поддержки продаж торгового эквайринга, Отдел развития торгового эквайринга в регионах;Ссылка на лендинг;1
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление поддержки продаж торгового эквайринга, Отдел развития торгового эквайринга в регионах, Группа региональной поддержки торгового эквайринга;Attachment;2
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление развития процессов сопровождения торгового эквайринга;Attachment;176
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление развития процессов сопровождения торгового эквайринга;description;23
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление развития процессов сопровождения торгового эквайринга;summary;16
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление развития процессов сопровождения торгового эквайринга;Comment;5
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление развития процессов сопровождения торгового эквайринга;assignee;4
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление развития процессов сопровождения торгового эквайринга;Описание проекта/задачи бизнеса;4
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление развития процессов сопровождения торгового эквайринга;Link;2
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление развития процессов сопровождения торгового эквайринга;Дата запуска;1
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление развития процессов сопровождения торгового эквайринга;Информирование сотрудников;1
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление развития процессов сопровождения торгового эквайринга;Исполнитель;1
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление развития процессов сопровождения торгового эквайринга;Соисполнитель;1
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление развития процессов сопровождения торгового эквайринга;Текст рассылки или сам макет;1
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление развития процессов сопровождения торгового эквайринга, Отдел контроля подключения и сервисного обслуживания торгового эквайринга;description;6
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление развития торгового эквайринга, Отдел развития платежных решений;Attachment;2
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление развития торгового эквайринга, Отдел развития платежных решений;RemoteIssueLink;2
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление развития торгового эквайринга, Отдел развития платежных решений;Comment;1
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление развития торгового эквайринга, Отдел развития платежных решений;description;1
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление развития торгового эквайринга, Отдел развития процессов в цифровых каналах;Attachment;109
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление развития торгового эквайринга, Отдел развития процессов в цифровых каналах;Link;47
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление развития торгового эквайринга, Отдел развития процессов в цифровых каналах;RemoteIssueLink;19
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление развития торгового эквайринга, Отдел развития процессов в цифровых каналах;Текст рассылки или сам макет;18
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление развития торгового эквайринга, Отдел развития процессов в цифровых каналах;assignee;16
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление развития торгового эквайринга, Отдел развития процессов в цифровых каналах;summary;16
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление развития торгового эквайринга, Отдел развития процессов в цифровых каналах;Comment;7
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление развития торгового эквайринга, Отдел развития процессов в цифровых каналах;status;5
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление развития торгового эквайринга, Отдел развития процессов в цифровых каналах;Способ уведомления клиентов;5
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление развития торгового эквайринга, Отдел развития процессов в цифровых каналах;resolution;3
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление развития торгового эквайринга, Отдел развития процессов в цифровых каналах;Ссылка на лендинг;3
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление развития торгового эквайринга, Отдел развития процессов в цифровых каналах;description;2
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление развития торгового эквайринга, Отдел развития процессов в цифровых каналах;Количество клиентов;2
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление развития торгового эквайринга, Отдел развития процессов в цифровых каналах;Критерии отбора целевой аудитории;2
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление развития торгового эквайринга, Отдел развития процессов в цифровых каналах;Куда мы ведем клиента из рассылки/баннера;2
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление развития торгового эквайринга, Отдел развития процессов в цифровых каналах;Охват клиентов в разрезе сегментов;2
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление развития торгового эквайринга, Отдел развития процессов в цифровых каналах;Оценка выполнения;2
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление развития торгового эквайринга, Отдел развития процессов в цифровых каналах;Разделение целевой аудитории по каналам;2
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление развития торгового эквайринга, Отдел развития процессов в цифровых каналах;Ссылка в Базе знаний;2
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление развития торгового эквайринга, Отдел развития процессов в цифровых каналах;Комментарий к оценке;1
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление развития торгового эквайринга, Отдел развития процессов в цифровых каналах;Описание проекта/задачи бизнеса;1
Департамент развития эквайринга и платежных сервисов, Дирекция развития торгового эквайринга и сервиса, Управление развития торгового эквайринга, Отдел разработки и автоматизации процессов торгового эквайринга;Attachment;64
